Date,Close/Last,Volume,Open,High,Low
12/23/2019,1674.14,--,1673.98,1675.31,1666.19
12/20/2019,1671.9,--,1670.6,1674.43,1668.86
12/19/2019,1667.09,--,1662.52,1667.23,1660.62
12/18/2019,1661.73,--,1660.49,1663.39,1654.73
12/17/2019,1657.56,--,1650.59,1657.7,1649.63
12/16/2019,1649.94,--,1647.2,1658.62,1647.2
12/13/2019,1637.98,--,1643.83,1650.19,1632.65
12/12/2019,1644.81,--,1631.8,1654.07,1629.86
12/11/2019,1631.93,--,1633.43,1634.43,1626.74
12/10/2019,1631.71,--,1629.1,1633.74,1626.37
12/09/2019,1629.62,--,1631.47,1636.44,1629.62
12/06/2019,1633.84,--,1620.92,1637.9,1620.92
12/05/2019,1614.83,--,1617.17,1620.84,1611.8
12/04/2019,1613.9,--,1607.68,1618.38,1607.68
12/03/2019,1602.63,--,1602.76,1603.08,1589.73
12/02/2019,1607.58,--,1626.56,1627.34,1606.63
11/29/2019,1624.5,--,1630.16,1633.59,1623.92
11/27/2019,1634.1,--,1626.8,1634.77,1626.8
11/26/2019,1624.23,--,1621.9,1630.28,1619.95
11/25/2019,1621.9,--,1595.67,1623.99,1595.67
11/22/2019,1588.94,--,1588.89,1591.31,1581.81
11/21/2019,1583.96,--,1594.1,1595.61,1581.04
11/20/2019,1591.61,--,1593.44,1602.71,1581.98
11/19/2019,1598.29,--,1594.96,1602.96,1592.04
11/18/2019,1592.34,--,1594.11,1594.11,1588.55
11/15/2019,1596.45,--,1594.06,1598.2,1591.04
11/14/2019,1588.79,--,1587.35,1594.71,1586.68
11/13/2019,1589.18,--,1588.29,1591.85,1581.06
11/12/2019,1595.12,--,1595.62,1604.64,1593.41
11/11/2019,1594.77,--,1592.75,1595.44,1588.31
11/08/2019,1598.86,--,1590.96,1598.93,1587.49
11/07/2019,1593.99,--,1598.25,1607.41,1590.33
11/06/2019,1589.54,--,1598.42,1598.42,1587.02
11/05/2019,1599.61,--,1598.94,1608.8,1597.93
11/04/2019,1597.4,--,1597.1,1602.06,1593.74
11/01/2019,1589.33,--,1569.2,1589.33,1569.2
10/31/2019,1562.45,--,1570.19,1570.48,1552.87
10/30/2019,1572.85,--,1575.61,1575.61,1562.05
10/29/2019,1577.07,--,1571.76,1581.13,1569.46
10/28/2019,1571.93,--,1563.5,1576.99,1563.5
10/25/2019,1558.71,--,1548.99,1562.56,1547.78
10/24/2019,1550.18,--,1556.6,1557.33,1544.89
10/23/2019,1552.86,--,1550.59,1554.68,1545.89
10/22/2019,1550.87,--,1550.77,1557.89,1547.31
10/21/2019,1550.14,--,1541.73,1557.02,1541.73
10/18/2019,1535.48,--,1539.24,1540.72,1525.47
10/17/2019,1541.84,--,1530.18,1542.66,1530.18
10/16/2019,1525.06,--,1521.48,1529.6,1520.41
10/15/2019,1523.3,--,1508.54,1528.42,1507.8
10/14/2019,1505.43,--,1507.33,1508.62,1499.98
10/11/2019,1511.9,--,1486.96,1525.83,1486.96
10/10/2019,1485.36,--,1480.71,1491.57,1480.71
10/09/2019,1479.46,--,1480,1484.83,1476.51
10/08/2019,1472.6,--,1494.61,1494.61,1472.55
10/07/2019,1497.79,--,1498.71,1507.33,1492.61
10/04/2019,1500.7,--,1486.57,1500.77,1482.02
10/03/2019,1486.35,--,1476.44,1487.35,1462.22
10/02/2019,1479.63,--,1493.07,1493.07,1469.08
10/01/2019,1493.43,--,1523.85,1539.09,1491.55
09/30/2019,1523.37,--,1521.49,1530.66,1518.34
09/27/2019,1520.48,--,1534.12,1539.37,1515.64
09/26/2019,1533.33,--,1549.54,1549.54,1531.04
09/25/2019,1550.65,--,1533.14,1552.94,1530.7
09/24/2019,1533.59,--,1559.48,1562.63,1530.33
09/23/2019,1558.25,--,1556.92,1563.64,1552.45
09/20/2019,1559.76,--,1561.63,1570.02,1554.25
09/19/2019,1561.47,--,1570.76,1581.35,1560.92
09/18/2019,1568.34,--,1577.55,1577.55,1557.15
09/17/2019,1578.29,--,1582.37,1582.37,1569.41
09/16/2019,1584.6,--,1574.73,1590.5,1570.5
09/13/2019,1578.14,--,1579.23,1589.45,1577.11
09/12/2019,1575.07,--,1575.8,1580.72,1562.81
09/11/2019,1575.71,--,1543.87,1575.83,1541.88
09/10/2019,1542.99,--,1523.57,1543.63,1516.56
09/09/2019,1524.23,--,1507.53,1526.1,1506.77
09/06/2019,1505.17,--,1511.51,1517.01,1504.91
09/05/2019,1510.75,--,1491.27,1521.79,1491.27
09/04/2019,1484.76,--,1475.36,1487.94,1475.36
09/03/2019,1472.28,--,1494.03,1494.03,1467.47
08/30/2019,1494.84,--,1499.07,1504.45,1488.34
08/29/2019,1496.72,--,1478.48,1498.78,1478.48
08/28/2019,1472.71,--,1455.9,1478.03,1450.32
08/27/2019,1456.04,--,1479.46,1485.67,1454.91
08/26/2019,1476,--,1461.59,1476.34,1461.59
08/23/2019,1459.49,--,1467.31,1469.1,1456.9
08/22/2019,1506,--,1510.8,1516.47,1500.37
08/21/2019,1509.85,--,1498.54,1512.08,1498.54
08/20/2019,1498.01,--,1508.63,1508.63,1497.77
08/19/2019,1508.85,--,1496.62,1515.34,1496.62
08/16/2019,1493.64,--,1462.13,1494.68,1462.13
08/15/2019,1461.65,--,1467.58,1470.94,1456.28
08/14/2019,1467.52,--,1509.58,1509.58,1465.46
08/13/2019,1510.58,--,1493.41,1522.77,1490
08/12/2019,1493.46,--,1512.76,1512.76,1491.61
08/09/2019,1513.04,--,1530.96,1530.96,1509.96
08/08/2019,1532.13,--,1502.32,1533.5,1502.32
08/07/2019,1500.69,--,1501.53,1504.59,1478.45
08/06/2019,1502.09,--,1487.68,1502.86,1483.4
08/05/2019,1487.41,--,1532.39,1532.39,1472.66
08/02/2019,1533.66,--,1550.46,1550.46,1522.37
08/01/2019,1550.76,--,1574.93,1587.81,1546.55
07/31/2019,1574.61,--,1586.76,1599.4,1568.4
07/30/2019,1585.6,--,1567.65,1586.32,1557.97
07/29/2019,1569.02,--,1578.9,1580.02,1565.63
07/26/2019,1578.97,--,1561.93,1581.53,1561.93
07/25/2019,1561.45,--,1580.21,1580.21,1560.65
07/24/2019,1580.42,--,1554.09,1581.63,1550.57
07/23/2019,1554.96,--,1546.12,1555.2,1544.76
07/22/2019,1544.78,--,1549.73,1554.29,1543.56
07/19/2019,1547.9,--,1554.92,1561.56,1547.64
07/18/2019,1555.62,--,1550.32,1557.4,1546.02
07/17/2019,1550.78,--,1561.75,1561.75,1547.76
07/16/2019,1562,--,1561.49,1569.62,1558.24
07/15/2019,1561.82,--,1570.73,1573.88,1558.78
07/12/2019,1570,--,1558.65,1574.48,1558.65
07/11/2019,1557.92,--,1565.46,1567.95,1552.4
07/10/2019,1565.05,--,1564.65,1572.82,1558.8
07/09/2019,1562.59,--,1559.01,1562.73,1554.12
07/08/2019,1561.39,--,1574.23,1574.23,1559.02
07/05/2019,1575.62,--,1571.11,1575.79,1559.58
07/03/2019,1572.12,--,1562.19,1572.12,1562.19
07/02/2019,1560.54,--,1569.53,1569.53,1552.94
07/01/2019,1569.66,--,1574.65,1586.77,1562.78
06/28/2019,1566.57,--,1548.12,1568.6,1548.12
06/27/2019,1546.55,--,1518.88,1546.55,1518.88
06/26/2019,1517.78,--,1523.26,1530.13,1517.78
06/25/2019,1521.04,--,1530.99,1533.24,1520.5
06/24/2019,1530.08,--,1550.1,1551.65,1530.08
06/21/2019,1549.63,--,1561.88,1561.88,1546.13
06/20/2019,1563.49,--,1560.31,1570.74,1556.08
06/19/2019,1555.58,--,1550.46,1556.45,1547.59
06/18/2019,1550.23,--,1532.87,1560.18,1532.87
06/17/2019,1532.75,--,1523.25,1538.58,1523.25
06/14/2019,1522.5,--,1535.32,1535.32,1522.42
06/13/2019,1535.8,--,1520.52,1536.02,1520.52
06/12/2019,1519.79,--,1518.64,1522,1512.4
06/11/2019,1519.11,--,1525.03,1536.16,1513.21
06/10/2019,1523.56,--,1516.62,1535.64,1516.62
06/07/2019,1514.39,--,1504.68,1518.92,1504.68
06/06/2019,1503.54,--,1506.35,1508.54,1490.77
06/05/2019,1506.79,--,1510.1,1514.25,1494.08
06/04/2019,1508.56,--,1475.32,1508.65,1475.32
06/03/2019,1469.98,--,1465.88,1476.85,1460.49
05/31/2019,1465.49,--,1478.53,1478.53,1461.47
05/30/2019,1485.53,--,1491.85,1500.63,1478
05/29/2019,1489.95,--,1503.53,1503.53,1481.42
05/28/2019,1504.02,--,1514.99,1520.22,1503.57
05/24/2019,1514.11,--,1505.87,1516.66,1505.76
05/23/2019,1501.38,--,1525.07,1525.07,1493.48
05/22/2019,1531.63,--,1542.58,1542.58,1528.36
05/21/2019,1545.25,--,1529.82,1545.98,1529.82
05/20/2019,1524.96,--,1530.25,1533.36,1521.63
05/17/2019,1535.76,--,1555.02,1557.55,1534.69
05/16/2019,1557.24,--,1548.46,1567.17,1548.46
05/15/2019,1548.27,--,1541.55,1550.02,1529.44
05/14/2019,1543.06,--,1523.81,1547.84,1523.81
05/13/2019,1523,--,1571.51,1571.51,1520.28
05/10/2019,1572.99,--,1570,1575.08,1546.14
05/09/2019,1570.06,--,1573.34,1573.34,1546.85
05/08/2019,1574.97,--,1581.59,1587.35,1574.85
05/07/2019,1582.31,--,1611.46,1611.46,1571.49
05/06/2019,1614.98,--,1611.68,1618.37,1588.84
05/03/2019,1614.98,--,1611.68,1618.37,1588.84
05/02/2019,1582.65,--,1576,1587.92,1566.46
05/01/2019,1576.38,--,1593.48,1595.85,1576.13
04/30/2019,1591.21,--,1598.55,1600.29,1580.9
04/29/2019,1598.36,--,1591.93,1603.08,1591.93
04/26/2019,1591.82,--,1575.66,1592.21,1574.06
04/25/2019,1575.61,--,1587.05,1587.05,1565.46
04/24/2019,1588.13,--,1585.11,1594.03,1583.36
04/23/2019,1585.09,--,1560.53,1587.58,1560.53
04/22/2019,1560.04,--,1565.22,1565.22,1554.46
04/18/2019,1565.75,--,1567.09,1569.2,1556.11
04/17/2019,1567.6,--,1584.13,1588.6,1561.57
04/16/2019,1582.79,--,1580.26,1585.43,1579.49
04/15/2019,1579.17,--,1585.17,1587.98,1574.73
04/12/2019,1579.17,--,1585.17,1587.98,1574.73
04/11/2019,1579.14,--,1581.93,1583.73,1577.37
04/10/2019,1581.55,--,1560.02,1581.65,1560.02
04/09/2019,1559.68,--,1577.51,1579,1558.39
04/08/2019,1579,--,1581.35,1581.35,1571.21
04/05/2019,1582.56,--,1568.23,1582.61,1568.23
04/04/2019,1567.49,--,1561.07,1567.5,1558.36
04/03/2019,1560.91,--,1554.88,1568.4,1554.88
04/02/2019,1553.32,--,1556.08,1556.13,1545.55
04/01/2019,1556.06,--,1542.89,1556.4,1542.89
03/29/2019,1539.74,--,1536.61,1546.97,1532.23
03/28/2019,1535.1,--,1522.89,1536.44,1520.12
03/27/2019,1522.23,--,1527.97,1530.05,1505.76
03/26/2019,1528.17,--,1513.76,1535.87,1513.76
03/25/2019,1512.86,--,1505.87,1520.49,1494.99
03/22/2019,1505.92,--,1561.97,1561.97,1505.88
03/21/2019,1562.41,--,1541.83,1569.35,1538.36
03/20/2019,1543.16,--,1554.72,1561.74,1535.41
03/19/2019,1554.99,--,1565.53,1570.89,1552.66
03/18/2019,1563.93,--,1553.66,1569.06,1552.68
03/15/2019,1553.54,--,1550.5,1563.59,1550.13
03/14/2019,1549.63,--,1555.87,1555.87,1549.21
03/13/2019,1555.88,--,1550.27,1562.67,1550.27
03/12/2019,1549.83,--,1549.03,1555.3,1545.51
03/11/2019,1548.88,--,1522.8,1548.93,1522.8
03/08/2019,1521.88,--,1522.53,1523.24,1510.65
03/07/2019,1523.63,--,1536.76,1536.97,1521.61
03/06/2019,1536.82,--,1568.31,1568.44,1536.82
03/05/2019,1568.28,--,1575.69,1575.85,1567.67
03/04/2019,1575.44,--,1590.15,1594.24,1564.48
03/01/2019,1589.64,--,1577.5,1590.29,1576.13
02/28/2019,1575.55,--,1580.76,1581.99,1571.31
02/27/2019,1581.05,--,1577.2,1582.06,1570.6
02/26/2019,1577.48,--,1588.56,1589.26,1577.43
02/25/2019,1588.81,--,1591.62,1602.1,1588.81
02/22/2019,1590.06,--,1576.31,1590.1,1576.31
02/21/2019,1575.55,--,1581.31,1581.31,1569.42
02/20/2019,1581.66,--,1574.55,1583.34,1573.96
02/19/2019,1574.47,--,1568.54,1578.23,1564.85
02/15/2019,1569.25,--,1547.12,1570.16,1547.12
02/14/2019,1545.11,--,1540.99,1551.39,1534.59
02/13/2019,1542.94,--,1538.29,1545.74,1536.25
02/12/2019,1538.23,--,1520.14,1538.89,1520.14
02/11/2019,1518.98,--,1506.82,1519.21,1505.67
02/08/2019,1506.39,--,1504.17,1506.6,1495.12
02/07/2019,1505.63,--,1516.7,1516.7,1494.37
02/06/2019,1518.02,--,1520.17,1520.89,1511.18
02/05/2019,1520.23,--,1517.92,1524.21,1512.72
02/04/2019,1517.54,--,1501.97,1517.55,1500.13
02/01/2019,1502.05,--,1499.53,1504.51,1495.47
01/31/2019,1499.42,--,1486.64,1500.74,1484.82
01/30/2019,1486.94,--,1473.38,1490.51,1467.57
01/29/2019,1471.45,--,1476.09,1477.01,1469.31
01/28/2019,1473.54,--,1480.28,1480.28,1464.77
01/25/2019,1482.85,--,1466.79,1484.6,1466.79
01/24/2019,1464.41,--,1454.23,1465.34,1453.73
01/23/2019,1454.26,--,1457.73,1468.48,1444.97
01/22/2019,1457.45,--,1479.82,1479.82,1451.01
01/18/2019,1482.5,--,1466.69,1487.21,1466.69
01/17/2019,1467.25,--,1453.83,1470.84,1448.55
01/16/2019,1454.7,--,1445.91,1460.31,1445.91
01/15/2019,1445.22,--,1432.85,1445.22,1432.13
01/14/2019,1432.81,--,1446.5,1446.5,1431.31
01/11/2019,1447.38,--,1444.44,1448.28,1437.45
01/10/2019,1445.43,--,1436.98,1445.78,1424.54
01/09/2019,1438.81,--,1427,1442.42,1427
01/08/2019,1426.55,--,1405.87,1426.55,1404.01
01/07/2019,1405.37,--,1380.84,1411.9,1380.84
01/04/2019,1380.75,--,1333.1,1383.16,1333.1
01/03/2019,1330.83,--,1355.02,1355.02,1328
01/02/2019,1355.91,--,1346.11,1357.77,1325.18
12/31/2018,1348.56,--,1338.52,1348.56,1329.17
12/28/2018,1337.92,--,1332.06,1356.23,1326.44
12/27/2018,1331.82,--,1329.79,1331.98,1289.32
12/26/2018,1329.81,--,1268.19,1330.42,1268.19
12/24/2018,1266.92,--,1290.54,1290.92,1266.92
12/21/2018,1292.09,--,1325.87,1334.76,1289.49
12/20/2018,1326,--,1348.65,1350.89,1313.02
12/19/2018,1349.23,--,1377.21,1392.92,1344.14
12/18/2018,1377.18,--,1379.49,1399.43,1373.72
12/17/2018,1378.14,--,1410.77,1417.1,1372.73
12/14/2018,1410.81,--,1431.82,1435.39,1407.11
12/13/2018,1432.7,--,1455.68,1460.55,1431.68
12/12/2018,1455.32,--,1440.7,1471.96,1440.7
12/11/2018,1440.13,--,1444.29,1465.76,1431.88
12/10/2018,1443.09,--,1448.01,1449.93,1422.98
12/07/2018,1448.09,--,1477.51,1485.63,1440.85
12/06/2018,1477.41,--,1479.16,1479.16,1442.83
12/04/2018,1480.75,--,1548.11,1548.11,1479.91
12/03/2018,1548.96,--,1536.33,1553.34,1529.53
11/30/2018,1533.27,--,1524.87,1535.13,1519.99
11/29/2018,1525.39,--,1529.7,1534.62,1514.57
11/28/2018,1530.38,--,1493.67,1530.71,1486.34
11/27/2018,1492.86,--,1505.45,1505.45,1491.27
11/26/2018,1505.96,--,1489.1,1510.29,1489.1
11/23/2018,1488.68,--,1485.73,1498.65,1476.81
11/21/2018,1488.28,--,1469.45,1499.37,1469.45
11/20/2018,1469.01,--,1496.14,1496.14,1465.25
11/19/2018,1496.54,--,1527.33,1527.33,1492.95
11/16/2018,1527.53,--,1523.75,1530,1510.41
11/15/2018,1524.12,--,1502.33,1524.29,1491.66
11/14/2018,1502.51,--,1516.08,1530.62,1494.92
11/13/2018,1514.8,--,1519.99,1536.71,1513.3
11/12/2018,1518.79,--,1549.01,1549.01,1518.04
11/09/2018,1549.49,--,1577.04,1577.04,1539.92
11/08/2018,1578.21,--,1581.62,1586.17,1573.15
11/07/2018,1582.16,--,1556.27,1582.16,1556.27
11/06/2018,1556.1,--,1547.1,1558.86,1544.65
11/05/2018,1547.51,--,1548.34,1554.77,1534.76
11/02/2018,1547.98,--,1546.13,1557.18,1535.96
11/01/2018,1544.98,--,1512.68,1547.14,1512.68
10/31/2018,1511.41,--,1508.82,1526.33,1508.82
10/30/2018,1506.64,--,1476.97,1507.16,1474.8
10/29/2018,1477.31,--,1485.2,1513.28,1461.65
10/26/2018,1483.82,--,1500.15,1501.3,1459.16
10/25/2018,1500.4,--,1470.53,1506.78,1470.53
10/24/2018,1468.7,--,1526.56,1527.71,1468.46
10/23/2018,1526.59,--,1536.93,1537.16,1501.04
10/22/2018,1539.5,--,1542.42,1551.36,1535.78
10/19/2018,1542.04,--,1560.64,1569.81,1538.74
10/18/2018,1560.75,--,1588.74,1588.74,1555.57
10/17/2018,1589.6,--,1596.38,1596.38,1571.51
10/16/2018,1596.84,--,1554.49,1598.01,1554.11
10/15/2018,1553.09,--,1546.68,1562.3,1537.55
10/12/2018,1546.68,--,1546.85,1567.64,1530.98
10/11/2018,1545.38,--,1575.1,1580.89,1545.38
10/10/2018,1575.41,--,1621.41,1621.41,1575.25
10/09/2018,1621.87,--,1628.06,1635.99,1621.25
10/08/2018,1629.51,--,1631.2,1633.86,1616.66
10/05/2018,1632.11,--,1647.25,1651.53,1618.14
10/04/2018,1646.91,--,1671,1671,1643.66
10/03/2018,1671.29,--,1656.31,1677.17,1656.31
10/02/2018,1656.04,--,1672.98,1674.87,1653.34
10/01/2018,1672.99,--,1697.83,1703.81,1669.82
09/28/2018,1696.57,--,1689.84,1699.78,1686.99
09/27/2018,1690.53,--,1691.73,1697.17,1689.74
09/26/2018,1691.61,--,1709.07,1710.84,1690.92
09/25/2018,1708.8,--,1705.49,1712.08,1705.49
09/24/2018,1705.32,--,1711.67,1711.74,1697.76
09/21/2018,1712.32,--,1720.15,1724.38,1710.97
09/20/2018,1720.18,--,1704.71,1720.21,1704.71
09/19/2018,1702.93,--,1710.88,1717.09,1700.51
09/18/2018,1710.97,--,1704.22,1714.92,1704.22
09/17/2018,1703.55,--,1721.66,1722.28,1702.71
09/14/2018,1721.72,--,1714.49,1726,1712.81
09/13/2018,1714.32,--,1716.95,1722.62,1711.94
09/12/2018,1715.7,--,1718.25,1718.95,1704.07
09/11/2018,1718.4,--,1717.14,1723.46,1710.31
09/10/2018,1717.47,--,1714.89,1723.81,1714.49
09/07/2018,1713.18,--,1713.83,1722.62,1706.64
09/06/2018,1714.47,--,1728.25,1731.42,1713.81
09/05/2018,1727.65,--,1732.73,1732.73,1713.69
09/04/2018,1733.38,--,1740.8,1740.8,1722.2
08/31/2018,1740.75,--,1731.49,1742.09,1728.41
08/30/2018,1732.35,--,1734.35,1740.66,1728.85
08/29/2018,1734.75,--,1729.05,1737.02,1724.73
08/28/2018,1728.42,--,1729.07,1733.45,1722.36
08/27/2018,1728.41,--,1727.33,1737.63,1727.33
08/24/2018,1725.67,--,1718.36,1726.97,1717.05
08/23/2018,1717.05,--,1722.3,1723.41,1712.92
08/22/2018,1722.54,--,1717.75,1723.01,1715.8
08/21/2018,1718.05,--,1698.91,1722.29,1698.91
08/20/2018,1698.69,--,1693.79,1701.13,1690.18
08/17/2018,1692.95,--,1685.45,1693.71,1679.97
08/16/2018,1685.75,--,1682.83,1690.4,1682.38
08/15/2018,1670.67,--,1691.6,1691.6,1663.53
08/14/2018,1692.58,--,1676.19,1694.96,1676.19
08/13/2018,1675.32,--,1686.81,1689.1,1670.62
08/10/2018,1686.8,--,1689.32,1695.79,1680.77
08/09/2018,1690.89,--,1687.05,1696.75,1686.43
08/08/2018,1686.88,--,1688.68,1689.34,1677.67
08/07/2018,1688.3,--,1684.86,1694.36,1684.86
08/06/2018,1684.31,--,1673.25,1684.8,1671.99
08/03/2018,1673.37,--,1682.08,1687.3,1668.35
08/02/2018,1682.1,--,1668.99,1682.3,1662.33
08/01/2018,1669.26,--,1670.87,1673.23,1657.54
07/31/2018,1670.8,--,1653.57,1675.65,1653.57
07/30/2018,1653.13,--,1663.39,1669.5,1652.73
07/27/2018,1663.34,--,1695.25,1697.3,1660.43
07/26/2018,1695.36,--,1685.24,1702.93,1684.75
07/25/2018,1685.2,--,1680.34,1685.42,1675.05
07/24/2018,1680.2,--,1700.1,1706.83,1675.01
07/23/2018,1698.41,--,1696.42,1701.97,1690.53
07/20/2018,1696.81,--,1701.15,1703.43,1696.04
07/19/2018,1701.31,--,1691.2,1702.89,1686.26
07/18/2018,1691.87,--,1687.14,1692.02,1679.23
07/17/2018,1687.26,--,1678,1690.04,1676.1
07/16/2018,1678.54,--,1687.06,1688.4,1672.42
07/13/2018,1687.08,--,1690.29,1697.4,1686.88
07/12/2018,1690.28,--,1685.17,1692.43,1679.26
07/11/2018,1683.66,--,1694.06,1696.02,1683.1
07/10/2018,1695.62,--,1704.83,1708.56,1689.35
07/09/2018,1704.6,--,1694.66,1704.84,1694.66
07/06/2018,1694.05,--,1679.45,1695.18,1678.57
07/05/2018,1679.48,--,1660.65,1679.66,1660.65
07/03/2018,1660.42,--,1655.4,1667.52,1655.4
07/02/2018,1655.09,--,1641.73,1655.09,1631.06
06/29/2018,1643.07,--,1645.9,1656.05,1642.97
06/28/2018,1645.02,--,1640.37,1647.94,1630.06
06/27/2018,1640.45,--,1668.94,1671.47,1640.42
06/26/2018,1668.53,--,1657.71,1672.16,1656.12
06/25/2018,1657.51,--,1684.76,1684.76,1649.81
06/22/2018,1685.58,--,1690.28,1696.37,1680.91
06/21/2018,1688.95,--,1706.99,1708.02,1685.59
06/20/2018,1706.99,--,1694.04,1708.1,1694.04
06/19/2018,1693.45,--,1692.01,1694,1672.66
06/18/2018,1692.46,--,1683.51,1692.46,1674.41
06/15/2018,1683.91,--,1684.24,1684.63,1672.99
06/14/2018,1684.72,--,1677.03,1684.73,1674.53
06/13/2018,1676.54,--,1682.72,1684.84,1673.92
06/12/2018,1682.3,--,1674.94,1686.37,1674.94
06/11/2018,1674.68,--,1672.5,1677.68,1671.26
06/08/2018,1672.49,--,1667.61,1674.07,1665.73
06/07/2018,1667.77,--,1676.52,1679.99,1660.89
06/06/2018,1675.95,--,1665.2,1676.18,1664.45
06/05/2018,1664.63,--,1653.69,1664.69,1652.76
06/04/2018,1653.37,--,1649.2,1655.71,1641.22
06/01/2018,1647.98,--,1635.4,1650.5,1635.4
05/31/2018,1633.61,--,1647.97,1649.73,1632.25
05/30/2018,1647.99,--,1624.03,1651.11,1624.03
05/29/2018,1623.65,--,1625.57,1628.48,1611.32
05/25/2018,1626.93,--,1627.93,1628.73,1623.33
05/24/2018,1628.22,--,1627.22,1630.31,1616.59
05/23/2018,1627.61,--,1624.92,1629.4,1618.56
05/22/2018,1625.24,--,1637.65,1639.89,1625.24
05/21/2018,1637.44,--,1627.77,1639.04,1627.77
05/18/2018,1626.63,--,1626.06,1630.33,1624.23
05/17/2018,1626.63,--,1626.06,1630.33,1624.23
05/16/2018,1616.37,--,1601.03,1620.64,1601.03
05/15/2018,1600.34,--,1599.6,1603.16,1592.1
05/14/2018,1600.34,--,1607.39,1614.24,1599.73
05/11/2018,1606.79,--,1603.87,1609.36,1599.91
05/10/2018,1603.71,--,1596.54,1609.45,1596.54
05/09/2018,1596.05,--,1586.74,1598.76,1584.17
05/08/2018,1586.39,--,1578.67,1586.59,1576.89
05/07/2018,1578.95,--,1565.72,1586.41,1565.72
05/04/2018,1565.6,--,1545.83,1572.77,1540.37
05/03/2018,1546.56,--,1554.34,1554.34,1532.31
05/02/2018,1554.91,--,1550.45,1565.37,1548.92
05/01/2018,1550.34,--,1541.77,1550.86,1527.71
04/30/2018,1541.88,--,1556.67,1563.65,1541.88
04/27/2018,1556.24,--,1557.95,1562.98,1549.48
04/26/2018,1557.89,--,1550.92,1562.5,1550.31
04/25/2018,1550.47,--,1553,1556.09,1539.95
04/24/2018,1553.28,--,1562.39,1574.48,1542.3
04/23/2018,1562.12,--,1564.42,1571.47,1556.27
04/20/2018,1564.12,--,1573.53,1574.24,1561.72
04/19/2018,1573.82,--,1582.82,1582.95,1569.16
04/18/2018,1583.56,--,1580.18,1592.04,1580.18
04/17/2018,1579.8,--,1564.87,1582.99,1564.87
04/16/2018,1563.03,--,1550.56,1566.4,1550.51
04/13/2018,1549.51,--,1558.11,1563.75,1545.06
04/12/2018,1557.33,--,1548.03,1562.46,1548.03
04/11/2018,1546.8,--,1542.46,1551.37,1535.76
04/10/2018,1543.43,--,1517.05,1548.08,1517.05
04/09/2018,1514.46,--,1513.9,1533.94,1513.9
04/06/2018,1513.3,--,1540.01,1541.07,1502.63
04/05/2018,1542.93,--,1532.95,1545.28,1532.95
04/04/2018,1531.66,--,1508.6,1534.57,1491.69
04/03/2018,1512.15,--,1493.87,1514.56,1493.87
04/02/2018,1492.53,--,1529.14,1529.14,1482.9
03/29/2018,1529.43,--,1513.31,1540.02,1513.03
03/28/2018,1513.03,--,1512.53,1521.35,1505.64
03/27/2018,1513.57,--,1544.45,1547.71,1508.94
03/26/2018,1543.72,--,1513.54,1543.81,1513.54
03/23/2018,1510.08,--,1544.31,1548.73,1510.08
03/22/2018,1543.87,--,1576.59,1576.59,1543.87
03/21/2018,1579.3,--,1570.4,1587.74,1570.4
03/20/2018,1570.41,--,1570.85,1575.78,1566.75
03/19/2018,1570.56,--,1585.82,1585.82,1553.9
03/16/2018,1586.05,--,1576.58,1588.92,1575.41
03/15/2018,1576.62,--,1584.4,1588.02,1572.16
03/14/2018,1584.31,--,1592.46,1598.33,1582.64
03/13/2018,1592.05,--,1601.65,1609.05,1590.11
03/12/2018,1601.06,--,1597.29,1603.79,1594.11
03/09/2018,1597.14,--,1573.19,1597.3,1573.19
03/08/2018,1571.97,--,1575.65,1580.49,1564.59
03/07/2018,1574.53,--,1560.97,1576.73,1550.47
03/06/2018,1562.2,--,1546.72,1562.2,1538.63
03/05/2018,1546.05,--,1531.99,1550.76,1525.08
03/02/2018,1533.17,--,1506.81,1535.2,1494
03/01/2018,1507.39,--,1512.07,1522.47,1494.29
02/28/2018,1512.45,--,1536.8,1543.75,1512.45
02/27/2018,1536.47,--,1559.27,1564.63,1536.47
02/26/2018,1559.33,--,1550.09,1560.74,1544.99
02/23/2018,1549.19,--,1531.35,1549.19,1531.35
02/22/2018,1529.99,--,1532.79,1548.29,1529.2
02/21/2018,1531.84,--,1530.48,1555.28,1530.48
02/20/2018,1529.99,--,1542.38,1546.43,1527.56
02/16/2018,1529.99,--,1542.38,1546.43,1527.56
02/15/2018,1537.2,--,1524.18,1537.77,1516.88
02/14/2018,1522.1,--,1492.76,1523.89,1483.29
02/13/2018,1494.95,--,1489.66,1497.02,1481.94
02/12/2018,1490.98,--,1479.11,1498.11,1466.88
02/09/2018,1477.84,--,1467.72,1487.58,1436.43
02/08/2018,1463.79,--,1508.45,1511.21,1463.74
02/07/2018,1507.97,--,1506.66,1517,1503.32
02/06/2018,1507.17,--,1486.85,1512.97,1461.45
02/05/2018,1491.09,--,1544.94,1547.03,1491.06
02/02/2018,1491.09,--,1544.94,1547.03,1491.06
02/01/2018,1579.87,--,1574.73,1582.28,1568.85
01/31/2018,1574.98,--,1584.71,1594.27,1571.26
01/30/2018,1582.82,--,1595.64,1595.64,1579.49
01/29/2018,1598.11,--,1607.81,1607.95,1597.88
01/26/2018,1608.06,--,1602.97,1608.06,1599.5
01/25/2018,1601.67,--,1601.59,1607.79,1594.42
01/24/2018,1599.61,--,1611.69,1615.52,1595.94
